id,comment,label
50,ඕකුන්වත් පෝලිමට තියලා මරලා දාපල්ලා  අර අහිංසකයට වුනා වගේම,1
51,වෙනසෙ සැප පේනවනේ  මෙි රටෙි නිතිය බල්ලට ගිහින්,1
52,ලංකාවේ hema tanama oya wage tamai r d a නිලධාරීන් owa දකින්නේ nati එක හරිම කනගාටුදායක  අපෙන් බඳු ගහන සල්ලිවලින්  කරන අපරාධ henaghanawa munta tu,1
53,ape peththeth oya wede mai කරන්නේ  මහින්ද මහත්තයා නැතිකම දැනෙනවා  hitiyanam අපිත් ගොඩ,1
54,දැන් බැන බැන මේකෙ පෝස්ට් දැම්මට මේවා පිලිවෙලට මහින්දගෙ කාලෙ සිද්ධ උනා    ඒවාට අසංවේදී උන මෝඩ උද්ධච්ඡ මිනිස්සුන්ගෙ ඡන්ද වල පිහිටෙන් ලැබුනු වෙනස තමයි මේ තියෙන්න්නේ,1
55,තුවාල වලට බේත් දානවා වගේ     කියන්න දුකයි සිංහල ජාතිය කාළකණ්නි ජාතියක් බවට පත් වී හමාරයි,1
56,ඇත්තම කියනවනම් ලංකාව හරිම කාලකන්නි රටක්,1
57,කාලකන්නි හැතිකරය අපේ සල්ලි වලින් ලබු කන මෙි වාගේ රජයේ අයතන වලට හන හගන්න ඔන,1
58,මුන් ඔක්කොම රට කනවා අනේ අපේ බදු ගන්න සල්ලි,1
59,ඒත් උඹ අර හොටු පෙරං අඬන හෙලු කෙල්ලොංගෙ videosui අනික් ලබ්බවල් වලට වඩා මේ කරපු වැඩේනම් great බං,1
60,මොනතරම් ගින්දරක් පපු ඇතුලේ පත්තු වෙනවා අැද්ද   තාත්තා මේ අත් පා උස්මහත් කරපු තාත්තා දෙයියනේ   ශාප වෙයි උඹලට මේ ආත්මෙම,1
61,උගෙ අප්පගෙ නීතියක්නෙ යකො එක අර රංගෙ බන්ඩාරගෙ පුතා 3 පාරක් වාහනෙ හප්පලා එක මිනිහෙක් මරලා පවුලක් අබ්බගාතයො කරා කො නිතිය මෙපාර ගෙයක් කුඩු කරලා හොදටම බීලා වාහනෙ ඇතුලෙ කඩු පොලු තියෙද්දිත් කොහොමද යකො ඌට ඇප දෙන්නෙ,1
62,ngo වලින්ද එතකොට ලංකාවෙ නිතිය ක්රියාත්මක කරන්නෙ නොදකිං කලකිරෙනවා මෙවා දැක්කම මොනද මෙ අපෙ රටට වෙන්නෙ,1
63,henama gahapiya okita ngo karayanta puka dipan thawath wesi tho marunu data pansukule denneth අපේ හාමුදුරුවෝ mthaka thiya ganin thota sapa wenawa shinhalaya gana ktha krapu අපේ හාමුදුරුවන්ට මෙහෙම කරාට,1
64,mewata katha karanna wachana ne  hithe wairaya athi karanawata wada   wadath hidama de munta swabadahama thulin lebena දඬුවම diha nihathamaniwa balasitimai     sandya kiyana wesa genita hidata ninda yanawa athi den,1
65,gon genita saapa වේවා    me athmedima palisan දේවා හාමුදුරුවෝ namak hireta yeuwata,1
66,ගොං හුත්තී    හැමිනියන් වෙසී    තොට සාප වේනවා බැල්ලීයේ,1
67,කියන්න දුකයි අපෙ රටේ ලොකු තැන්වල උන් පිරිහිලා ඉවරයි  බලයට ධනයට ආගම ජාතිය විකුණනවා  උන් දන්නෙ නැ උන්ට වෙන්නේ මොකක්ද කියල  මෙවට වගකිවයුතු වන්නේ ඉහළ පෙලෙ ඉන්න උන්  අපෙ ආගම ජාතිය විනාස කරන සක්කිලින්ට කන්න ගූත් නැතිවෙනව කාලකන්නි,1
68,මේ බැල්ලි කොටින්ගේ ගු කනකොට අපහසුවක් දැනුනෙ නැද්ද දන් නැහැ   ඔකිට මිනිහා මැරුනම දැනුන දුකට වඩා දහස් ගුනයක දුකක් දැනෙනවා ඉස්සරහට උපසම්පදාව තියන භික්සුවක් හිරේ යැවුවට ඔකි වැඩියෙන්ම ආදරේ කෙනෙක් ඔකිට නැති වෙනවා වැඩි කල් නොගිහින්,1
69,අපේ හමුදාව බර අවි  කෙමිකල් මිසයිල පාවිච්චි කරලා සමූලඝාතන සිදුකලා කියලා මේ හුත්තිගෙ මිනිහා කිව්වා   ඒකම මේ හුත්තිත් කියනවා    එහෙම එකේ මේ කැරි වේසිට දඩුවම් දෙන්නෙ එකෙක් නැද්ද     මේ බල්ලන්ට අල්ලන කැරි වේසි හමගහන්න ඕනි පනපිටින්,1
70,මෙිි හුත්තිට සතුටුයිලු අපේ රටහරක්ටිකටත් සතුටුඇති අපේ හාමුදුරැන් ට දුන්න දඩුවමට දුකයි ඊටත්වැඩිය මරාගන මැරෙන්න හිතෙන්නෙ අපෙහාමුදුරැවන්ට ජමිිබරේ අන්දපුඑකට යකෝ,1
71,සංඝා වහන්සේ   නමකට  විශේෂයෙන් බුද්ධ චිවරයට අගෞරව කල පාපයට    නුඹට මතු මතුත් සාප වෙිවා,1
72,කැරි වේසි හෙනගහපිය,1
73,මේ වගේ ගැනු මේ රටේන් එලවන්න ඔන නොදකින් ශාපවේවා,1
74,අපේ අමන පාලකයොන්ගේ වැරදි,1
75,ගොන් වේසී මිනිහා ගිය තැනටම යන්න දගලනවා වගේ,1
76,පල වේසියෙ යන්න මේ ලෝකෙන්ම තොලොන්චි වෙලා හැප්පිය වාහනේකට මැරෙන්නම බැල්ලිව,1
77,මුස්ලිම් රටක ආගමික නායකයකු මෙ දෙ කලානම් රාජ් ය ගෙෘරව ජනතාවට දෙවියෝ,1
78,හෙන හත ගහපන්,1
79,මේ කල දේට තෝනමි විඳවලා මැරෙන්න ඕන තොට හෙන හතම වැදියන්,1
80,හෙන ගහනවා කැරි වෙසිට,1
81,අපරාද කාරයෝ රට පාවලා දෙන උන් රකින සක්කිලි ආන්ඩුව,1
82,සාප වේවා     තිට හෙන හතම වැදියන්,1
83,පට්ට බැල්ලි බල්ලො දම්මලා හුකන්න ඉනී,1
84,ජම්පරේ ගස්සන්ඩ ඕනී ආයේ චීවරේ නොදාන්නම,1
85,ltte එකට කඩේ යන   ngo සල්ලි වලට රට පාවා දෙන හැත්ත,1
86,මෙි ගැනිට සාප වෙිවා,1
87,පනපිටින් අපායෙ පල කොටිදෙන,1
88,puka diyan noel mona paiye sinduda hutto me සමාජෙට හොද දෙයක් කරපන්,1
89,කොටි දෙනක්,1
90,හම්පඩ පඩංගු දෙමළු වේසාවි,1
91,එහෙමද    ආස   කැරී wecii,1
92,බලු වෙසි තොගෙ අම්මා බල්ලොත් ලැගලා තොව ජාතක කරලා තියෙන්නේ,1
93,තෙවරප්පෙරැමට අහුඋනොත් ඔක්කොම ගුටි කනවා යකෝ,1
94,ලංකාවෙි මිනිස්සුන්ට මොනතරමි හොද කලත් වැඩක් නැ ඒ අයගේ ආකල්ප වෙනස්කරන්න බැ  මෙි කමෙන්ටි වලින් ඒදේ වැටහෙනවා මහා මෝඩ මිනිස්සු  බහුතරයක්,1
95,පොලීසිය ගොං ආතල් දෙනවා   පූජිතයෝ උබට තියෙන වැඩ මේවද,1
96,මේ යුද්ධයේ සැබෑම අවසානය වෙන්න ඕන මේකයි  දැන්වත් කඩප්පුලි විග්නේෂ්වරන්  සිවාජිලිංගම්  සම්බන්ධන්  සුමන්තිරන් වැනි කාළක්නි දේශපාලකයින් දේශපාලනයෙන් අතුගා දැමිය යුතුයි,1
97,මෙතන දී  අර  පාර්ලිමේන්තුවේ   ඉන්න   කක්කූසි කටා   නොහොත් දත් දොස්තර කාල කන්නි රාජිතයා මතක් වෙනකොට මගේ මාළු නටනවා,1
98,කෝ අපේ නානසාර ස්වාමීන් වහන්සේ ඒ හිමියනට පුළුවන් මේ වගේ සෙබළුන්ගෙන් ආදර්ශ එහෙම ලබාගන්න   බුදුන්ගෙන් ආදර්ශ ලබාගත්තේ නැතිකොට ඉතින් මොකෙක්ගෙන්වත් ආදර්ශ ගනීද,1
99,ලංකාවේ තම හරක් ඉන්න නිසා ඕවා හොඳට පිළිගන්නවා,1
100,අපේ හරකුන්ට ගහක් හිටවන්න ගියත් කුඩයක් අල්ලන්න ඔනේ බහින්න වලකුත් හාරලා දෙන්න ඔනේ අපි හරි පවු නේ,1
101,දැන් ටික කාලෙකට කලින් පාලත් සභා මන්ත් රී ජුන්ඩේක් පොලිස් මහතෙක් හැදුලුම් පත ඉල්ලූවා කියලා දාපු ගෙම්බර් මතක් වුනා,1
102,shampoo එකක් promote කරන්න දාපු ලස්සන මුට්ටියක් කියලයි මටනම් හිතෙන්නෙ    බලපං නැද්ද කියලා තා ටික දවසකින්,1
103,අම්මෝ ඒක හොදයි ඒත් දාගෙන යන්නේ පාරෙ නේද,0
104,මූ ජයරත්නගෙ නෑදෑයෙක්ද කොහෙද,0
105,වැස්සොත් ශොට් වෙල මැරෙන්නෙ,0
106,ඇඩ් නම් ඇඩ්     ලංකාව දියුනු නෑ කියන වුන් ට කනට ගහලා මෙක පෙන්නපල්ලා,1
107,මේක දියුණුවක් කියලා හිතනවා නම් උබට වැරදිලා සහෝදරයා,0
108,ගෙදරට වෙලා පාඩම් කරපල්ලකෝ  පැය ගනන් පෝලීමේ ඉන්නේ,1
109,මෙච්චර අමාරුවෙන් පුටුවක් අල්ලගන්න ඕනිද    ගහක් යට වාඩිවෙලා පාඩම් කරන්න පුළුවන්,0
110,comments බලන්න ආපු අය මෙතනින් පොඩි like එකක් ඕනේ bro,0
111,විඩීයෝ එක අප්සට් පේන්නේ නෑ හරියට,0
112,යක්කුන්ට ලජ්ජා කරන්න එපා මුන්ට සමානකරලා,1
113,ඒකෙන් මේකෙන් උනේ ගීතට නමටහරි හිටිය මිනිහ නැතිවුන එක විතරයි,0
114,මුන් ගෙන් ඇති වැඩක් නැ තමයි  ඒ උනාට ඉඩල හිටලා වැදගත් දෙවලුත් නොකියන වම නෙවෙයි,1
115,බයිසන්ලට ඉතින් සුරංගනාවියන් තමයි,1
116,මීට කලින් දැකලැ නැ,0
117,මටනම් හිතෙන්නේ මේ මිනිහා තමයි ඇත්ත ඩයල් එක කියලා,0
118,දුප්පත් මිනිසුන් සියගනනකට පැල්පතක් තනාදෙන්න තීබු අපුරුව නේද,0
119,පිහි ඇනුම්  ගුටි කෙලි ඇතුලු විනෝද ක් රීඩා රැසකුත් ඇති නෙහ්,1
120,කෑමකඩත් තියෙනවද tomorrowland වගේද festival එක   තව hardwell   mashmellow එනවද edm කරන්න,0
121,මෙක ගෑන දන්න එකෙක් කියපන් හරියටම දන්න එකෙක් කන්ටැක් කර ගන්න ඔනී,0
122,ඊළඟට මේවල සාමාන් ය මිනිස්සුන්ට යන්න බැරි වෙන විදිහට ගණන් වැඩි විශේෂ ටිකට් එකක් නිකුත් කරන්න ඕනේ,0
123,දවස අන්තිමේ යාඩ් එකට ගෙනල්ලා නැවැත්තුවාම එතන ආරක්ෂාවත් වැඩි කරන්න වෙනවා  රෑට ෆෑන් පන්නන අයත් ඉන්න පුළුවන් නේ,0
124,තව මේවා ඇතුල සතියකට දෙසැරයක් වත් පිරිසිදු කරන්න ඕනේ  විශේෂයෙන්ම ටොයිලට්  තව පිටත මසෙට දෙසැරයක් වත් ක්ලීන් කරන්න ඕනේ  එහෙම කලොත් ඔන්න අවුරුදු 5ක් වත් ලස්සනට තියාගතහැකි,0
125,ලංකාවට ඕව හරියන්නෙ නෑ බන්    අපි සුපෝකබෝගී දේවල් විදින්න කලින් අපේ මනස හුරුකරගන්න ඕන අනිත් උන්ටත් ඒක විදින්න ඉතුරුකරල යන්න  අපි සිංහලනෙ   සිංහයන්ගෙන්ලුනෙ පැවතගෙන එන්නෙ   අපිට බෑ ප් රෙන්   අපිට වනන්තර වගේ ඒව ගෙනත් දෙන්න  ඒවනම් හරි යනව   මම දැකල තියනවනෙ අලුතින්ම ගෙනාපු කෝච්චි වලට අපේ ඔපිස් යන සෙට් ට් රිප් යන සෙට් සිගිති පාතාල කාරයො කරන වැඩ  බොකක් ලෝඩ්වෙලා කෝච්චියෙ ටොයිලට් එකට ගියොත් පුදුම හාස්කමක් වෙන්නෙ   බොක නැතිවෙනව  එක්කෝ බොක කටින් යන්න එනව,1
126,ඒකටනම් දුම් රිය දෙපාර්තුමේන්තුවත් වගකියන්න ඕන  කෝච්චිය රෑ අවසාන ට් රිප් එක ගිහින් ආවහම කිසිම නඩත්තුවක් නැතුව ආපහු පහුවදා උදේට එන්ජිම අනිත් පැත්තට අමුනල ඇදගෙන එනව වගේ මටනම් පේන්නෙ   ඒකට වරදක් කියන්නත් බෑ බං  හරියට maintenance කරන්න හරියට සේවකයො ගන්න ඕන  උන්ට පඩියක් ගෙවන්න ඕන  ඒව කොරන්න කොහෙඩ රටට සල්ලි   රටින් ගන්න ණය අදාර ඔක්කොම ගිහිනුත් මදි පාර්ලිමේන්තුව නඩත්තු කරන්න   මට තේරෙන්නෙ නෑ  කතා කරල වැඩක් නෑ  මේ කෝච්චියෙ යන්න ටයි කරන්න එපා ප් රෙන් තෙප්පමක් හදාගෙන හරි කමක් නෑ ජීවත් වෙන්න පුලුවන් රටකට පලයල්ල,0
127,මේ comment වල තියෙන අදහස් facebook එක ඇතුලේම පල් නොකර ස්ටේෂන් වලයි දුම්රිය මැදිරි ඇතුලෙයි මිනිස්සුන්ට දැනෙන විදිහට display කළා නම් භාෂා 3න්ම පින්තූරත් එක්ක පොඩි වෙනසක් හරි දකින්න පුළුවන්,0
128,ඔය පොටෝ ටිකම තව මාසයකින් අරන් බලන්න සීට් ටිකයි එන්ජිමයි විතරයි ඉතුරු අනිත් ඔක්කොම ගලවනවා සත්තයි අපේ එඋන්,0
129,සාමාන් ය මිනිස්සුන්ගෙන් පරිස්සම් කරගන්න පුලුවන්  ඒත් කෝච්චි වල යන ඔෆිස් සෙට් එක කියලා අමුතුම සත්තු ජාතියක්  උන් කන දේ එකෙම දානවා හොර ගෑනු එක්ක එකතු වෙලා සීට් හුරනවා  ගොඩක්ම කෝච්චි විනස කරන්නේ ඒ අහිගුන්ටකයෝ,1
130,විනයක් නැති පිරහෙමින් තිබෙන ජාතිය බදු මුදල් වලින් ගන්නා මේවා කොපමන කල් රැකගනීවිද මන්දා  මිනිසුනේ පොදු දේපල රැකගනිව්  බලි කුරුටු ගා අපවිත් ර නොකරව්,1
131,ෂීට් කඩලා ජරා කරන එකෙක් දැක්කොත් පොන්නයෝ වගේ බලන් ඉන්නැතුව අත පුරෝල කන පැලෙන්න ගහපන් අනිත් උන්ටත් පෙන්න,1
132,මගිජනතාව වගේම දුමිරිය දෙපාර්තමේන්තු සේවකයන් තුත් මෙය රැකගන්න කටයුතු කලයුතුයි  මොකද ගමන් වාරයක් අවසන මෙම දුමිරිය මැදිරි ඉතා හොදින් පිරිසිදු කර අඩුපාඩු සැකසිය යුතුයිි  දැන් බලන්න රැහුනු කුමාරි ගාලුකුමාරි ෆැන් වැඩ නැ මකුනුදැල් බැදිල හුඩි එක දුවිලිවලින් පිරිල මෙව රැකගන්න දෙගොල්ල ම දායක වියයුතුමයි,0
133,අපේ එවුන්ට ලියන්න සිට් ඉරන්න  කඩල කන්න  බඩ ඉරුගු කන්න එ කාපු එවා එතන ම දලා යන්න ට් ර්ප් ගිහිල්ලා බොක කරලා එන්න ආපු අලුත් භාන්ඩේ    දැන් කියන්න එපා අපො ඉංදියන් ජාරාව කියලා ඉස්සල්ලා පුරුදු වේයල්ලා  කඩල ගොටු  කුනු මල ජාරාව  මානසික ලෙඩ්ඩු වගේ ලියන එවා  නවත්තන්න   පස්සේ හොයපල්ලා ඇද කුද,1
134,ඔය කොච්චිය අගුලාන කොරලවෙල්ල මොරටුව එ දුම්රිය ස්තාන වල නවත්තන්න එපා ඔය කොච්චියේ තියන සෙප පහසුකම් ටික මාසයක් යනකොට එ පෙත්තේ ගෙවල් වල තියෙයි,0
135,යන එවුන්ටයි මේ කියන්නේ  මොන තරම් options අවත් කමක් නෑ    එවගේ ඒ විදිහිට ගිහින් එක පරිස්සමෙන් පාවිච්චි කරන්න   අපේ දෙවල් රැක ගන්න,0
136,යකෝ හැම එකාම කියන්නෙ සතියෙන් කයි කියලා  බලන් යද්දි මෙව්වා කන්ඩ එකෙක් නෑනෙ,1
137,usb port එකෙ චුයින්ගම් අලවාවි  වඩේ කාල කර්ටන් එකේ අත පිහිදලා කම්මැලිකමට sheet එක කුශන් කෑලි කඩලා tv එක කැඩුන කියල පොඩි අව්ලක් හදල රෙපයාර් කරන එඋන් ගෙදර ගෙනියලා fan ගලවල ටිකට් කවුන්ටරෙට සෙට් කරලා ටොයිලට් ටික වටේට ජරා කරලා    අර ස්ටෙසමේ නවත්තනකොටම සුද්ද කරන්න නගින සෙට් එකක් ඉන්නොනෙ බූමිතෙල් වැදිච්ච ගැරඩි වගේ cleaners ලා  උන් තමයි ඕකෙ තීන කුනු පේන ටික අතුගාල අනිත්ව ශීටඅස්සට තල්ලු කරල ලොකුම සේවය කරන්නෙ,1
138,ඕක සතියයි  ඉවරයි ගාගා කමෙන්ට් දාන්නේ පිටරට උන් වෙන්නැති දැන්,1
139,අපේ මහින්ද මහත්තයා ඇවිත් මාසයයි  කොහොමද එයාගෙ වැඩ  ටොයියොන්ට ජෙප්පොන්ට පේන්න ලයික් එකක් දාන්න,1
140,මට තියෙන ප් රශ්නේ අර ටීවි එක අඩු වැඩි කරන සුවිච් එකෙන් අපේ උන් ආතල් ගනීද කියලා,0
141,අපේ රටට ඕව හරියන් නෑ මොකද මිනිස්සු අඩුයි දැන් ඒ වගේම සමහරුන්ට මොලයක් නෑ මේක නඩත්තු වෙන්නෙ අපේ බදු මුදලින් කියල ඒක නිසා මේව උපරිම මාසයයි පිලිවෙලට තියෙන්නෙ,0
142,මාස කීයක් මේ පිලිවෙලට තියෙයිද දන්නෙ නෑ ඕක ඇතුලේ කෑලි ටිකත් ගලවගෙන නොගියොත් තමයි පුදුම,0
